timestamp,bank_0_rate,bank_1_rate,bank_2_rate,bank_3_rate
2024-01-01 00:00:00,8.992758637625567,8.429885768566077,9.150520375713738,10.0260054703576
2024-01-01 01:00:00,8.04078947411539,7.3145186203389505,9.249546815578555,8.386102812064124
2024-01-01 02:00:00,7.897062897025968,9.068768965474979,7.946874782413777,7.9669985767623945
2024-01-01 03:00:00,8.891597010465766,7.209110011037497,7.487963593391092,8.441682258259194
2024-01-01 04:00:00,7.325043833953826,7.693130210524312,6.459851497711642,5.595751325793386
2024-01-01 05:00:00,10.302584190612984,10.85118073731118,11.170112816827935,9.664978194240174
2024-01-01 06:00:00,8.316038015441178,7.40090157511287,6.0275099772318415,7.4100814145372675
2024-01-01 07:00:00,7.983886247858148,8.219043565309336,7.688293967923271,10.097133039431062
2024-01-01 08:00:00,8.656168990922398,7.774037599622743,9.60557494784019,7.5191688757115545
2024-01-01 09:00:00,8.554568151440638,6.5007399895764975,7.284016811959584,8.693127831551843
2024-01-01 10:00:00,9.719239738391078,9.160888700089663,9.039811682318962,8.899308618893558
2024-01-01 11:00:00,7.0933447284551905,5.871649394261154,5.747625945128606,7.613732325134652
2024-01-01 12:00:00,8.599369610288795,8.04071885795873,10.077207290432908,9.454006386979684
2024-01-01 13:00:00,7.656530617801571,8.262719422559162,8.772481741533527,8.781310820657668
2024-01-01 14:00:00,7.399898554779601,8.154760049838167,8.714954215392146,9.13384933554802
2024-01-01 15:00:00,7.916184132853375,8.686584284855723,7.711703729153991,7.675924706558831
2024-01-01 16:00:00,9.725763151062607,11.073032899319216,9.877608774804358,11.06935958332594
2024-01-01 17:00:00,8.77789154606103,7.100972782353548,8.258358467490838,9.454192669374995
2024-01-01 18:00:00,8.423928158635226,9.823204938632953,5.450177656452466,8.627003316454601
2024-01-01 19:00:00,8.146076932997007,8.205335171828807,8.693692950142664,6.607731367339662
2024-01-01 20:00:00,8.343878374870023,8.999920901310135,10.37344435515991,8.301831119394764
2024-01-01 21:00:00,7.9186161213980215,7.265828734293003,8.622040240654108,8.369740260182928
2024-01-01 22:00:00,7.887158796138732,9.178150209419547,8.713250494148737,9.446998395785098
2024-01-01 23:00:00,8.194440716206392,8.624496655924315,8.442267269624764,7.4883313376364615
2024-01-02 00:00:00,8.918261407553015,9.332831375457182,9.336616727838729,8.925149824117833
2024-01-02 01:00:00,6.86046821905261,6.527461048861769,6.642843425577748,5.93021806137538
2024-01-02 02:00:00,8.56081712872761,10.373074456233637,11.566619442726918,10.176135739366446
2024-01-02 03:00:00,8.64653178370039,8.46426286391944,6.468781441425543,8.544490067431987
2024-01-02 04:00:00,8.634482953644099,11.050482700080002,8.257917021206834,8.772448691060367
2024-01-02 05:00:00,8.442436989292549,7.276362192465841,9.45366739653268,9.23342557615957
2024-01-02 06:00:00,9.452005035539576,8.2904913439582,10.647057590941127,7.971670059751888
2024-01-02 07:00:00,8.860339212561973,10.131548637513324,6.945906788795873,7.410158578169085
2024-01-02 08:00:00,8.566504196671623,7.418936242301485,6.4859089373809065,8.366311453941133
2024-01-02 09:00:00,7.646193189541625,8.110698744288683,6.823028061245857,9.306011108005945
2024-01-02 10:00:00,7.558729357892675,8.008068237208956,9.463447020647674,7.3947820973153116
2024-01-02 11:00:00,8.453253979834267,10.521000055479812,7.699003328627768,9.252014019396748
2024-01-02 12:00:00,8.798990776794362,9.553413083230852,7.6783649888006025,7.6110978266948655
2024-01-02 13:00:00,8.712276365196207,8.290759830197514,8.336120705115448,8.437426023048541
2024-01-02 14:00:00,7.889645851460221,8.189462553425155,8.270881276263804,7.298559828089319
2024-01-02 15:00:00,10.474176981057672,11.307752641953993,9.498342827470372,11.391196671485153
2024-01-02 16:00:00,7.46206961959595,6.752277036061037,7.217790450453624,5.144763018753164
2024-01-02 17:00:00,9.58560337661036,10.928063472346626,11.103651959840144,12.109918217728355
2024-01-02 18:00:00,8.485881099001197,7.028286874130354,6.517852740895816,6.9422939814789535
2024-01-02 19:00:00,8.044724111316292,8.306031306561353,8.434451269100698,9.06983000487671
2024-01-02 20:00:00,8.662451721529612,10.290079594546201,8.697383349758926,11.233819530794287
2024-01-02 21:00:00,9.127559627461812,7.9530633445143035,7.598380909217115,9.648411599383092
2024-01-02 22:00:00,8.422816512038116,8.55217444830956,8.276975186300302,7.986626226938419
2024-01-02 23:00:00,7.689219279034237,6.370412794441124,7.634163217571879,8.835425015850769
2024-01-03 00:00:00,8.858064490056087,8.123806522193185,9.653640929964485,9.585843247806505
2024-01-03 01:00:00,7.687220790696086,7.684314988881716,7.627222809089572,6.34334013020258
2024-01-03 02:00:00,8.98358102597456,9.900491516389874,10.355003093662555,10.522289454948174
2024-01-03 03:00:00,7.413663899030579,6.338354581624288,7.883891681877141,7.860588844688043
2024-01-03 04:00:00,9.167556998312145,14.038964659715749,10.542235962048629,11.0338223992807
2024-01-03 05:00:00,9.20321298524428,9.247890598707906,8.38232516496774,9.27358915128071
2024-01-03 06:00:00,7.990694597988919,7.029642344332434,7.38073666806034,7.562515973541347
2024-01-03 07:00:00,10.771395725233042,9.099618098287165,11.645021594623227,9.39478433777293
2024-01-03 08:00:00,7.922256791925055,7.205476006308723,6.376795583538482,5.3977728365689925
2024-01-03 09:00:00,8.276087933077982,9.358796846616084,7.86116153243095,8.90257132860096
2024-01-03 10:00:00,8.618068619634593,8.218246112756349,10.81166653764642,9.482722211911227
2024-01-03 11:00:00,6.483178145887123,7.017717010756995,5.997915660487693,7.6535775529506855
2024-01-03 12:00:00,7.749536812059449,9.389243903017428,10.04152240664882,10.484043183011446
2024-01-03 13:00:00,7.400939422231985,7.774859110182309,7.595310256827024,7.180852244945619
2024-01-03 14:00:00,10.199042897469825,11.353082527237023,9.421666848714308,11.641800424206739
2024-01-03 15:00:00,10.723623325943485,10.027825963252825,7.3907003041951596,8.455733714237857
2024-01-03 16:00:00,9.76253642970393,7.0174766161732505,8.45585618917048,8.523124856120788
2024-01-03 17:00:00,7.573299979705362,6.845512617736217,3.6230787320502365,5.7142924648477855
2024-01-03 18:00:00,8.209869318295627,7.358151910189133,10.689487795288276,7.287020015389211
2024-01-03 19:00:00,7.881142262627271,8.3571661382221,9.614056947381371,7.158369354046115
2024-01-03 20:00:00,9.086199670345168,9.626500881351923,8.610874557280912,9.774935280711787
2024-01-03 21:00:00,8.638204365863427,7.332381722847604,8.126719506487786,7.585570985087856
2024-01-03 22:00:00,8.235743986292107,9.103250202287361,10.138364634044073,7.28306618440446
2024-01-03 23:00:00,10.742502574024126,8.308853741969399,10.172371862260166,11.253701950008919
2024-01-04 00:00:00,8.574759851179799,6.198963302709137,6.57823237002348,6.200754715282244
2024-01-04 01:00:00,8.026923022114417,8.987402187853005,8.426767488033608,7.532309906016661
