timestamp,spread_median,regime
2025-09-29 10:00:00+00:00,1.7281036163476529,2.0
2025-09-29 10:00:01+00:00,1.046192370224162,0.0
2025-09-29 10:00:02+00:00,1.5236069630045677,2.0
2025-09-29 10:00:03+00:00,1.4307494820532156,2.0
2025-09-29 10:00:04+00:00,1.2753302635828732,1.0
2025-09-29 10:00:05+00:00,1.0304344158794265,0.0
2025-09-29 10:00:06+00:00,1.0543158242799109,0.0
2025-09-29 10:00:07+00:00,1.485598268758622,2.0
2025-09-29 10:00:08+00:00,1.318585782966693,1.0
2025-09-29 10:00:09+00:00,0.9604967620107345,0.0
2025-09-29 10:00:10+00:00,1.20335518430511,1.0
2025-09-29 10:00:11+00:00,1.6006234996020794,2.0
2025-09-29 10:00:12+00:00,1.1803604598972015,1.0
2025-09-29 10:00:13+00:00,0.6313507538288832,0.0
2025-09-29 10:00:14+00:00,1.2084348661883269,1.0
2025-09-29 10:00:15+00:00,0.9717918331298279,0.0
2025-09-29 10:00:16+00:00,1.3336325274867704,1.0
2025-09-29 10:00:17+00:00,1.2942262504220707,1.0
2025-09-29 10:00:18+00:00,1.6144097860815236,2.0
2025-09-29 10:00:19+00:00,1.6620933200756554,2.0
2025-09-29 10:00:20+00:00,1.0585736912762513,0.0
2025-09-29 10:00:21+00:00,0.8015157412737608,0.0
2025-09-29 10:00:22+00:00,0.68050409751595,0.0
2025-09-29 10:00:23+00:00,1.6783720203093253,2.0
2025-09-29 10:00:24+00:00,1.2668416829837952,1.0
2025-09-29 10:00:25+00:00,0.9475012303155381,0.0
2025-09-29 10:00:26+00:00,1.6828079796105158,2.0
2025-09-29 10:00:27+00:00,1.4995247173064854,2.0
2025-09-29 10:00:28+00:00,1.6386117965594167,2.0
2025-09-29 10:00:29+00:00,1.420211155404104,2.0
2025-09-29 10:00:30+00:00,1.4111947716010036,2.0
2025-09-29 10:00:31+00:00,0.961685985152144,0.0
2025-09-29 10:00:32+00:00,1.6770441802946152,2.0
2025-09-29 10:00:33+00:00,1.2135112355754245,1.0
2025-09-29 10:00:34+00:00,0.9300967124290764,0.0
2025-09-29 10:00:35+00:00,0.642565183705301,0.0
2025-09-29 10:00:36+00:00,1.015172946586972,0.0
2025-09-29 10:00:37+00:00,1.6020373521605507,2.0
2025-09-29 10:00:38+00:00,0.9342224770807661,0.0
2025-09-29 10:00:39+00:00,1.56400339656102,2.0
