timestamp,firm_0_cds,firm_1_cds,firm_2_cds
2024-02-26 00:00:00,134.31726765501736,140.96379954584586,133.89373708922068
2024-02-26 01:00:00,171.80886221141512,145.90027766852563,141.24798053423171
2024-02-26 02:00:00,85.83360959998306,124.12987515362002,201.6207880975602
2024-02-26 03:00:00,162.04844246654812,197.03203582236097,254.90733702951243
2024-02-26 04:00:00,198.9646931049147,156.16515217505443,122.8818947596374
2024-02-26 05:00:00,20.316662497143966,154.7742549447401,136.97173272427315
2024-02-26 06:00:00,174.38276460484502,152.72552178472725,140.82915777599445
2024-02-26 07:00:00,42.54664147195223,94.98297556811674,151.97739193136928
2024-02-26 08:00:00,260.55512632295677,172.0551726091902,198.09668259302043
2024-02-26 09:00:00,191.79401679729648,101.33030283321318,167.10790491177954
2024-02-26 10:00:00,121.6189392586731,207.93012455749982,176.89571024881056
2024-02-26 11:00:00,172.35031481480237,115.61740567865553,197.5797722226077
2024-02-26 12:00:00,284.81549616679405,117.396680718174,163.38034429132108
2024-02-26 13:00:00,184.30683849980525,212.73066988328299,146.75502058259403
2024-02-26 14:00:00,32.41957725646712,229.24003660541203,201.63418601990247
2024-02-26 15:00:00,68.01562027173276,126.8766335971074,243.31867721685398
2024-02-26 16:00:00,240.52981402710165,217.49181829698105,172.94534850839136
2024-02-26 17:00:00,158.04127403646703,140.4297720709394,209.47571973037657
2024-02-26 18:00:00,132.469404139784,141.766835552874,225.441722563014
2024-02-26 19:00:00,160.5151699960011,239.73850952736979,127.01996762842634
2024-02-26 20:00:00,179.05168975750243,139.0355526293767,180.0856967256284
2024-02-26 21:00:00,108.99715032688329,147.50334278993137,97.80729880166612
2024-02-26 22:00:00,206.60469932753756,217.4025506390896,93.9097832329963
2024-02-26 23:00:00,234.86969758249492,298.4151952111416,165.4197216602895
2024-02-27 00:00:00,121.30590348128901,295.91707492769126,95.02498774982604
2024-02-27 01:00:00,158.5439376958581,163.98205885363114,224.17294958404213
2024-02-27 02:00:00,187.98853419944408,158.4360199440516,136.86840590040165
2024-02-27 03:00:00,156.01884407732535,127.26895888105652,174.56991009202332
2024-02-27 04:00:00,152.77027683610234,105.08856630787417,242.66097852948783
2024-02-27 05:00:00,140.7817748999472,111.31884242221541,164.78978257749705
2024-02-27 06:00:00,166.49949333764877,72.49839262211783,175.12297626731916
2024-02-27 07:00:00,103.9210447560073,246.54709498420686,190.52410009847625
2024-02-27 08:00:00,143.4140204936676,132.30469520708894,165.042544334019
2024-02-27 09:00:00,171.4349061019494,140.17170498707623,134.68080682786447
2024-02-27 10:00:00,180.87238681570182,155.17764938066938,161.98390915582226
2024-02-27 11:00:00,71.6224537711904,230.97325752083444,181.23391225885354
2024-02-27 12:00:00,141.67885793620638,268.9836503693563,187.2362057146128
2024-02-27 13:00:00,90.63986249615063,194.01313800599803,164.31079913135292
