timestamp,firm_0_cds,firm_1_cds,firm_2_cds
2024-02-05 00:00:00,192.3660263504912,104.09860069635465,146.72105754081866
2024-02-05 01:00:00,133.10020441064407,118.23778365852183,65.01968117888383
2024-02-05 02:00:00,163.1097234754401,130.24956410882442,168.275382226733
2024-02-05 03:00:00,124.97838535805933,209.30698034078725,112.59623251121828
2024-02-05 04:00:00,236.69529573225276,54.43938990399769,160.2893460139308
2024-02-05 05:00:00,184.6287948344663,121.1014544888799,185.27777956063304
2024-02-05 06:00:00,226.43353488604956,46.571610667153486,192.12438548973125
2024-02-05 07:00:00,15.288176403093505,88.81517099072602,212.23102514645404
2024-02-05 08:00:00,135.78243005306766,105.8088963767469,161.08946685642445
2024-02-05 09:00:00,274.5322573840089,71.34356438703264,117.12029870558499
2024-02-05 10:00:00,230.0463183151275,252.34235227132672,151.08303692005703
2024-02-05 11:00:00,108.80199336914897,272.04300028745746,248.6140748385008
2024-02-05 12:00:00,195.32083363612423,107.84195531021253,150.92729606649516
2024-02-05 13:00:00,153.67522851988883,183.99440714032107,244.25725910073234
2024-02-05 14:00:00,193.75126140923092,86.94495509938103,219.52899956182068
2024-02-05 15:00:00,168.47325102289798,185.2907146698484,223.7172495651362
2024-02-05 16:00:00,106.07940762886065,154.87195399748856,139.0621306540722
2024-02-05 17:00:00,83.724463819683,194.5448266852772,294.7192077591227
2024-02-05 18:00:00,69.21261537511695,159.44878732375773,195.68216983384508
2024-02-05 19:00:00,161.71162460823976,156.68299038740219,92.72648681196846
2024-02-05 20:00:00,173.00331815705724,136.6361442795743,55.77259611326514
2024-02-05 21:00:00,235.63842015391097,216.94276920325825,176.46323772965656
2024-02-05 22:00:00,182.2060990793495,213.4644688886457,190.49017310455574
2024-02-05 23:00:00,223.32140437496014,154.80721770785925,231.75514255869976
2024-02-06 00:00:00,181.03647692967508,173.39546824138878,101.53467287123765
2024-02-06 01:00:00,197.02285884321748,142.65063821896868,157.03957131769593
2024-02-06 02:00:00,120.2705358128548,99.63877711350666,271.250185617428
2024-02-06 03:00:00,249.48792291401836,286.4965557769302,107.95567585318057
2024-02-06 04:00:00,186.24175350546938,106.37878116802366,149.44565786621624
2024-02-06 05:00:00,125.53339348839896,245.7771734462644,150.49618539488068
2024-02-06 06:00:00,211.96893955011927,194.84561383116807,272.30038680440856
2024-02-06 07:00:00,93.09584536668558,215.9488060091936,220.7768906770874
2024-02-06 08:00:00,119.39941655915024,227.21259536075772,203.48155649011707
2024-02-06 09:00:00,143.7258108077691,107.7821419748359,117.18489433110584
2024-02-06 10:00:00,259.76600505576243,159.58260858333503,189.45752416641267
2024-02-06 11:00:00,125.62262951844075,109.69015676348592,213.1545799332598
2024-02-06 12:00:00,107.86662264080142,160.19274816572837,179.60132724763173
2024-02-06 13:00:00,166.91786373155838,154.4974190289443,189.16143801137036
2024-02-06 14:00:00,188.25793561503912,187.8467412582591,102.3161251525201
2024-02-06 15:00:00,148.91848783048135,216.79508297062557,203.93730589967302
2024-02-06 16:00:00,97.81918397123604,166.068055438077,47.44199747827271
2024-02-06 17:00:00,159.88333940425613,245.11378150807292,104.63282247508218
2024-02-06 18:00:00,123.80203490236742,206.3264574424075,100.2765838676015
2024-02-06 19:00:00,117.17104533750503,178.9313289771889,106.00272687523302
2024-02-06 20:00:00,155.89603156772438,196.4641918293619,190.4806996824516
2024-02-06 21:00:00,182.58707253604356,150.0912554045851,181.85812623803233
2024-02-06 22:00:00,159.58427902575596,185.32826723274627,142.05960760544409
2024-02-06 23:00:00,143.8191738498879,91.54090760680884,148.86608911033684
2024-02-07 00:00:00,115.11938865382609,93.22943352757848,167.4438179338673
2024-02-07 01:00:00,161.63455326058494,175.54626502783333,117.33454901661081
2024-02-07 02:00:00,161.4657328528628,173.1995103560254,169.29342444582323
2024-02-07 03:00:00,113.37226564708882,156.0504356008604,172.91956174520556
2024-02-07 04:00:00,168.12386898551318,58.37326185054628,173.2883830905611
2024-02-07 05:00:00,244.62229766005998,120.92834329953041,100.17328983857757
2024-02-07 06:00:00,155.284017223984,158.58265843417323,196.04941784046943
2024-02-07 07:00:00,76.24885874030748,179.82232207538732,173.31399233964962
2024-02-07 08:00:00,115.62612775196864,150.88391167638048,183.01252239580182
2024-02-07 09:00:00,187.49003340965064,82.55901700035025,187.6812930286496
2024-02-07 10:00:00,127.66087437960788,137.33443038658046,134.96928944484648
2024-02-07 11:00:00,119.78012684501178,194.9732007524973,131.61556704084765
2024-02-07 12:00:00,80.91579993974362,110.55731006349009,151.05291044241838
2024-02-07 13:00:00,181.2606716094232,166.06870688428427,85.70977635608675
2024-02-07 14:00:00,264.79602822228304,149.87638099581332,205.70592260669878
2024-02-07 15:00:00,123.74200016426602,154.43939177527494,182.3404783281671
2024-02-07 16:00:00,191.21348867999967,184.84736395872983,180.65476589557042
2024-02-07 17:00:00,105.62093112552003,100.92519628609084,140.21594562959308
2024-02-07 18:00:00,182.30424503662084,125.53404798588033,182.0661771762739
2024-02-07 19:00:00,217.7466911442524,109.94935759244028,111.59495983715556
2024-02-07 20:00:00,125.97038044716788,149.89858198109516,105.60276806253603
2024-02-07 21:00:00,215.7587033038434,161.567232618298,144.49721530405748
2024-02-07 22:00:00,51.01132494984625,47.39900217695742,138.9210588591371
2024-02-07 23:00:00,17.923862813906375,190.98603230813265,122.43488103198919
2024-02-08 00:00:00,280.32172653632585,225.32633347060636,108.03414474645125
2024-02-08 01:00:00,104.87257391669125,162.12930067162554,199.86053236534892
2024-02-08 02:00:00,45.53325655740789,34.364994846113,93.0823943461307
2024-02-08 03:00:00,165.57827555860115,162.35890242150194,204.4011911850848
2024-02-08 04:00:00,75.87874212604939,32.013471829973675,181.22502748883397
2024-02-08 05:00:00,91.18937922671022,37.0151857759722,146.2004026019168
2024-02-08 06:00:00,154.13197099606532,106.98317751285538,91.85522783479139
2024-02-08 07:00:00,122.38720629741327,114.59291057785765,61.28432396151041
2024-02-08 08:00:00,101.35626740370847,168.2516636751597,151.9863448932632
2024-02-08 09:00:00,143.12108715638584,75.80785435990163,110.93102378709226
2024-02-08 10:00:00,10.0,121.91523515373727,182.3344951319768
2024-02-08 11:00:00,51.08173233775046,93.97228560705172,145.66492810760002
2024-02-08 12:00:00,195.5453499111416,106.32681660811423,102.81097857997418
2024-02-08 13:00:00,39.65075671213778,146.9871590914398,238.89931768389613
2024-02-08 14:00:00,123.24724560423137,111.93534912522755,128.79671568955246
2024-02-08 15:00:00,135.64392267617725,91.80544031721796,165.78158456180645
2024-02-08 16:00:00,146.86375231786153,142.58930051261768,87.48436382008772
2024-02-08 17:00:00,209.69111967435353,183.9146598863735,114.54173208552862
2024-02-08 18:00:00,187.55009738940728,119.49117327963708,103.65182641472936
2024-02-08 19:00:00,102.29278981572749,55.678857354610095,171.1438245456523
2024-02-08 20:00:00,40.76183472618974,72.4782352510894,37.653159489596796
2024-02-08 21:00:00,116.38651385013299,116.2801129570952,103.52351532515158
2024-02-08 22:00:00,82.34629804272875,77.17075543677159,159.5316816954127
2024-02-08 23:00:00,128.1057607668979,181.3992733748977,105.99332687699632
2024-02-09 00:00:00,165.93075814242403,223.80903433219416,190.24803179513512
2024-02-09 01:00:00,134.05492788021328,172.6382922188003,129.1926456520767
2024-02-09 02:00:00,140.2461034404893,133.0268000892553,149.05648420018022
2024-02-09 03:00:00,155.31701358895418,87.83448941570707,104.60254177487053
