ts,price,size
2025-09-01 11:59:00.000000000,107420.55568647273,0.055582012498957195
2025-09-01 11:59:02.264150943,107551.79174859509,0.07943943957336258
2025-09-01 11:59:04.528301886,107425.19489733444,0.019194433060613962
2025-09-01 11:59:06.792452830,107650.6536177436,0.03508803783889429
2025-09-01 11:59:09.056603773,107377.27027916301,0.10901218591487122
2025-09-01 11:59:11.320754716,107459.50470378537,0.3361094085899507
2025-09-01 11:59:13.584905660,107477.82115861092,0.005173209970347977
2025-09-01 11:59:15.849056603,107565.06154785946,0.22107748568101182
2025-09-01 11:59:18.113207547,107619.90907946847,0.086010229140222
2025-09-01 11:59:20.377358490,107613.17509236705,0.08299285727291361
2025-09-01 11:59:22.641509433,107524.05294435423,0.06937044061968388
2025-09-01 11:59:24.905660377,107469.87107127017,0.007191938444906127
2025-09-01 11:59:27.169811320,107303.70669402504,0.009417536086475616
2025-09-01 11:59:29.433962264,107358.72932064606,0.09185733492117532
2025-09-01 11:59:31.698113207,107689.91546509883,0.04169688806522
2025-09-01 11:59:33.962264150,107302.62226134348,0.24921496157845496
2025-09-01 11:59:36.226415094,107415.66725585147,0.05218706247737462
2025-09-01 11:59:38.490566037,107623.04517532038,0.015464583755069372
2025-09-01 11:59:40.754716981,107522.54417966372,0.12542800359175763
2025-09-01 11:59:43.018867924,107599.76484513312,0.03472246269556979
2025-09-01 11:59:45.283018867,107558.3540477616,0.07454310861900855
2025-09-01 11:59:47.547169811,107657.9801227663,0.11967747244569955
2025-09-01 11:59:49.811320754,107531.75843330573,0.23052296989042942
2025-09-01 11:59:52.075471698,107571.32063088378,0.15711368277868082
2025-09-01 11:59:54.339622641,107422.14349780373,0.11281267916175997
2025-09-01 11:59:56.603773584,107563.03079487465,0.11382886346791264
2025-09-01 11:59:58.867924528,107457.41644446616,0.2917376724309139
2025-09-01 12:00:01.132075471,107451.29111919207,0.0350727092523681
2025-09-01 12:00:03.396226415,107596.18277782456,0.0001112713031782865
2025-09-01 12:00:05.660377358,107596.92451292639,0.031739181432433115
2025-09-01 12:00:07.924528301,107681.50753174271,0.024576164734957565
2025-09-01 12:00:10.188679245,107674.50079243977,0.10842201100590398
2025-09-01 12:00:12.452830188,107598.61137984607,0.10043342770903525
2025-09-01 12:00:14.716981132,107315.05209689956,0.09000763550100638
2025-09-01 12:00:16.981132075,107696.4757056671,0.001637681417434052
2025-09-01 12:00:19.245283018,107598.68152459663,0.13048178060225277
2025-09-01 12:00:21.509433962,107417.67004031572,0.03908677880144847
2025-09-01 12:00:23.773584905,107578.357734223,0.10937918924881512
2025-09-01 12:00:26.037735849,107388.49393284651,0.08132343327851879
2025-09-01 12:00:28.301886792,107566.5027379118,0.04196617940023343
2025-09-01 12:00:30.566037735,107358.50097058453,0.014453602737523242
2025-09-01 12:00:32.830188679,107413.11652105543,0.009917843930890067
2025-09-01 12:00:35.094339622,107576.31738138906,0.17809283369620305
2025-09-01 12:00:37.358490566,107615.33532487173,0.2505895895916186
2025-09-01 12:00:39.622641509,107534.98446238914,0.10492167271152297
2025-09-01 12:00:41.886792452,107469.23687155604,0.010918349712642411
2025-09-01 12:00:44.150943396,107272.65187328568,0.05142100392583
2025-09-01 12:00:46.415094339,107477.53023178747,0.13054121294104903
2025-09-01 12:00:48.679245283,107557.34964575863,0.15133139002905693
2025-09-01 12:00:50.943396226,107465.94775111192,0.01258111247787906
2025-09-01 12:00:53.207547169,107497.57287133235,3.0719317215809498e-06
2025-09-01 12:00:55.471698113,107480.04612219882,0.12452707658526184
2025-09-01 12:00:57.735849056,107465.4165815842,0.044098272074788177
2025-09-01 12:01:00.000000000,107508.15681942068,0.0293675103666677
