ts,price,size
2025-09-01 02:47:49.770000000,107477.6274378432,0.09001363271781429
2025-09-01 02:47:50.475882352,107348.45791977516,0.22607401907136235
2025-09-01 02:47:51.181764705,107549.98543919716,0.08753083929610582
2025-09-01 02:47:51.887647058,107400.13465491032,0.06291738190267519
2025-09-01 02:47:52.593529411,107268.2191391272,0.04160773386218203
2025-09-01 02:47:53.299411764,107660.8207753671,0.28209138909040815
2025-09-01 02:47:54.005294117,107549.15221154397,0.008633756208046002
2025-09-01 02:47:54.711176470,107491.58590364113,0.2672017816146834
2025-09-01 02:47:55.417058823,107462.8469771701,0.17528156786316995
2025-09-01 02:47:56.122941176,107650.18604632883,0.013918152406651549
2025-09-01 02:47:56.828823529,107831.86917864633,0.08323732891727424
2025-09-01 02:47:57.534705882,107548.2439057459,0.20140132795973092
2025-09-01 02:47:58.240588235,107389.31427164975,0.08481863033524938
2025-09-01 02:47:58.946470588,107483.39495672169,0.23773067163537087
2025-09-01 02:47:59.652352941,107546.28656225011,0.2864420135935941
2025-09-01 02:48:00.358235294,107247.42570699837,0.054884689499022414
2025-09-01 02:48:01.064117647,107535.95866419114,0.04737123563299786
2025-09-01 02:48:01.770000000,107546.91570142051,0.2753902858985154
2025-09-01 02:48:02.475882352,107642.58178628363,0.11243611469248152
2025-09-01 02:48:03.181764705,107631.3782550051,0.0123323874307332
2025-09-01 02:48:03.887647058,107511.95100723112,0.004321208729138294
2025-09-01 02:48:04.593529411,107662.82346745739,0.08315568549554257
2025-09-01 02:48:05.299411764,107718.83541929667,0.26617053877736063
2025-09-01 02:48:06.005294117,107503.00478143878,0.1859494790086476
2025-09-01 02:48:06.711176470,107544.95511093528,0.11265419552468947
2025-09-01 02:48:07.417058823,107310.01553454061,0.01497953351648721
2025-09-01 02:48:08.122941176,107344.02037428759,0.029333989277273223
2025-09-01 02:48:08.828823529,107409.89389624397,0.2083539740256597
2025-09-01 02:48:09.534705882,107452.31103226442,0.020188027150727324
2025-09-01 02:48:10.240588235,107382.16677484066,0.03263389240454772
2025-09-01 02:48:10.946470588,107496.13049321245,0.013880315103726674
2025-09-01 02:48:11.652352941,107455.52626447497,0.11273458665714703
2025-09-01 02:48:12.358235294,107615.121237369,0.2882087662499811
2025-09-01 02:48:13.064117647,107448.9618331105,0.03132980877609407
2025-09-01 02:48:13.770000000,107254.17782056684,0.06451318076067222
2025-09-01 02:48:14.475882352,107513.51825104756,0.10060506272491931
2025-09-01 02:48:15.181764705,107498.47371237578,0.7535579650346338
2025-09-01 02:48:15.887647058,107407.32963774902,0.011071713118225641
2025-09-01 02:48:16.593529411,107510.21248747593,0.0690292857031307
2025-09-01 02:48:17.299411764,107384.40905676567,0.04863283471670861
2025-09-01 02:48:18.005294117,107535.4577950145,0.20085743281967533
2025-09-01 02:48:18.711176470,107783.03937696996,0.06462020145183663
2025-09-01 02:48:19.417058823,107305.89741166252,0.011763276210631059
2025-09-01 02:48:20.122941176,107444.50397564651,0.10062814844894813
2025-09-01 02:48:20.828823529,107427.27569944422,0.14730757351682458
2025-09-01 02:48:21.534705882,107453.42456252509,0.000288541046147422
2025-09-01 02:48:22.240588235,107609.64189230668,0.19586882401805036
2025-09-01 02:48:22.946470588,107558.3538551268,0.02058231689140077
2025-09-01 02:48:23.652352941,107591.24239903019,0.08031168903704106
2025-09-01 02:48:24.358235294,107503.27826676102,0.05375076108580007
2025-09-01 02:48:25.064117647,107357.87432310593,0.1271730070239849
2025-09-01 02:48:25.770000000,107380.17132366456,0.046388099454225236
2025-09-01 02:48:26.475882352,107580.22291855265,0.20384007680090233
2025-09-01 02:48:27.181764705,107518.36442907943,0.1311173385788406
2025-09-01 02:48:27.887647058,107635.47229615347,0.10433095802631989
2025-09-01 02:48:28.593529411,107531.52567609903,0.15908153711796277
2025-09-01 02:48:29.299411764,107372.8258882168,0.14025173853543313
2025-09-01 02:48:30.005294117,107443.89555497532,0.0036600371168349737
2025-09-01 02:48:30.711176470,107560.71752109092,0.05020878327667068
2025-09-01 02:48:31.417058823,107576.36074334565,0.2670859874469455
2025-09-01 02:48:32.122941176,107591.92417795662,0.013435947137823149
2025-09-01 02:48:32.828823529,107387.28365783044,0.1335968426115386
2025-09-01 02:48:33.534705882,107370.88925714673,0.36726837685407643
2025-09-01 02:48:34.240588235,107479.59622912716,0.005361032298944165
2025-09-01 02:48:34.946470588,107654.80790302735,0.11463137696420303
2025-09-01 02:48:35.652352941,107425.40915551313,0.06314015709106807
2025-09-01 02:48:36.358235294,107548.9094782396,0.08655388155202154
2025-09-01 02:48:37.064117647,107548.91907243594,0.008920432864339734
2025-09-01 02:48:37.770000000,107581.78307058959,0.0043959151784344315
2025-09-01 02:48:38.475882352,107678.92732729943,0.10992124503818926
2025-09-01 02:48:39.181764705,107667.90494066235,0.17333552673550945
2025-09-01 02:48:39.887647058,107436.07987286225,0.1523330562396492
2025-09-01 02:48:40.593529411,107274.47624005932,0.07848365248139978
2025-09-01 02:48:41.299411764,107427.0580964483,0.01052125500899133
2025-09-01 02:48:42.005294117,107508.13477161007,0.11648945495117141
2025-09-01 02:48:42.711176470,107461.12313264879,0.027692531246604493
2025-09-01 02:48:43.417058823,107711.54913636477,0.24198911485565883
2025-09-01 02:48:44.122941176,107502.01888271402,0.18217983086614745
2025-09-01 02:48:44.828823529,107570.27402712754,0.123574891665031
2025-09-01 02:48:45.534705882,107523.3505382871,0.2972913724824929
2025-09-01 02:48:46.240588235,107462.73693277474,0.0031926078186128425
2025-09-01 02:48:46.946470588,107293.08274461901,0.1332565649999546
2025-09-01 02:48:47.652352941,107491.54860385679,0.04008399894828815
2025-09-01 02:48:48.358235294,107849.87458401406,0.23651616540225567
2025-09-01 02:48:49.064117647,107366.22072201743,0.03101665601832772
2025-09-01 02:48:49.769999999,107304.90114772978,0.1290462496743963
2025-09-01 02:48:50.475882352,107708.16185002615,0.21008451301811581
2025-09-01 02:48:51.181764705,107579.77391926096,0.0042549338001354065
2025-09-01 02:48:51.887647058,107520.14763715627,0.050691258900231934
2025-09-01 02:48:52.593529411,107646.48744020445,0.143678390290602
2025-09-01 02:48:53.299411764,107410.61354113222,0.060682066880088814
2025-09-01 02:48:54.005294117,107488.54106320167,0.031095428833458717
2025-09-01 02:48:54.711176470,107602.67906756685,0.024821183764083585
2025-09-01 02:48:55.417058823,107726.86309454069,0.014100872624108344
2025-09-01 02:48:56.122941176,107374.38148617442,0.19458170723810572
2025-09-01 02:48:56.828823529,107637.67895429525,0.08565027028487404
2025-09-01 02:48:57.534705882,107541.0476990404,0.0079459901278925
2025-09-01 02:48:58.240588235,107517.52906474867,0.04822062975978665
2025-09-01 02:48:58.946470588,107499.16910860762,0.04584445350160738
2025-09-01 02:48:59.652352941,107351.15048827534,0.020057415543385554
2025-09-01 02:49:00.358235294,107603.5320673079,0.057182840384892165
2025-09-01 02:49:01.064117647,107415.90608031492,0.0403615867098485
2025-09-01 02:49:01.770000000,107383.933249481,0.04182520722246645
