ts,firm_id,price,unit,src,confidence,hash
2024-01-01T00:00:00+00:00,FNB,150.9,bps,derived,96,da7dd07edeefb761f9284510ed06d3f685bb7db2845c6c991ac962fd245e8f0b
2024-01-01T00:00:00+00:00,NED,153.5,bps,derived,96,84c28ee5a7ca7b0ac1a71508733ad8ad9b5c4aab79ebeba92ec026cf8fa8b4a4
2024-01-02T00:00:00+00:00,FNB,151.3,bps,derived,96,201f4ba6f1ec9d890c3233758f4172133186d51d82db82a360e2022acdd2b5e4
2024-01-02T00:00:00+00:00,NED,153.6,bps,derived,96,ea60f8045c15921c4b22b97771dc752b64b956a63a274af7785843f9d880c08e
2024-01-03T00:00:00+00:00,FNB,151.7,bps,derived,96,13c8ad24f80abad265e398f7d2e1e9bef7932a80f5ae974fecdddc5d3bc27d42
2024-01-03T00:00:00+00:00,NED,153.7,bps,derived,96,b3c9c96f286cb898d8d5ee7cd4d07302aa4837527e0c53f537ac3e2c6a32e8db
2024-01-04T00:00:00+00:00,FNB,150.5,bps,derived,96,1b09e36bbf3a842f5b872c336df6e5ae3cc8e5c58c56bb6fe898752a6e6c9fdb
2024-01-04T00:00:00+00:00,NED,153.5,bps,derived,96,2a409db0cb631f23d52a4c1ee1d74ba9e3b72a23b48efee2b69c9c7cd8d68736
2024-01-05T00:00:00+00:00,FNB,151.1,bps,derived,96,01a3b0540678b39a52b7b777303854913af2f0fd0ed0bb3c725e8a07e31e2cb3
2024-01-05T00:00:00+00:00,NED,153.7,bps,derived,96,7cd0d45981dc905214d82a6143d08e0be4d61cf28e3073e324ae44ab52afcef2
2024-01-06T00:00:00+00:00,FNB,152.1,bps,derived,96,4ec78736c2ee83c55dd041c9ed0ab9917b227575086113453a2293048496b4ff
2024-01-06T00:00:00+00:00,NED,153.9,bps,derived,96,da0f21a54c673b3a54df0c1d7ca631ba33864b4f0e359d6bae4e9d4a0c942438
2024-01-07T00:00:00+00:00,FNB,150.8,bps,derived,96,ba7a8030fbfc05ab96d4c07202bbdf553d9d2e1b4236243cc2a3e41b33f0c062
2024-01-07T00:00:00+00:00,NED,153.7,bps,derived,96,e11c73cdf9d3b0e4900e8b11f4c4c1584610601e4676eb6303a9a9e7f6885629
2024-01-08T00:00:00+00:00,FNB,150.8,bps,derived,96,a6f0a03eff5bd844fe191cda95e379dfe18e1a3e466c43c9f412f2716ac3a899
2024-01-08T00:00:00+00:00,NED,153.7,bps,derived,96,f62b09bc651803956e66e47000117b5dfb1345be11a0adafe5e2cbbcee6071fe
2024-01-09T00:00:00+00:00,FNB,151.4,bps,derived,96,e96a739f17f95ff089ca1a13d6a908b44b611476581357bf31ef8e6afa9962d2
2024-01-09T00:00:00+00:00,NED,153.9,bps,derived,96,2fe129f77c14c2464c9bbd3a80439d601549e31113beac9a1562aee21566b391
2024-01-10T00:00:00+00:00,FNB,151.9,bps,derived,96,667f6ceb2b5da9efb3a5141714f93c5834421cd4bb1ed0035520e0a9cba804a2
2024-01-10T00:00:00+00:00,NED,154.0,bps,derived,96,5ce2b180ea23f16428345d1fe45158edc31a4669507d66ed72441343f9e1cdf2
2024-01-11T00:00:00+00:00,FNB,151.4,bps,derived,96,3a8086a844d6bf939c8678ab28650f439d7e55a0f3576c1b5fbd2aef868d6886
2024-01-11T00:00:00+00:00,NED,153.9,bps,derived,96,3e734e8f6901048b1a89a43c6f86285f1b99befae7117aef43b5f8f7df7fce7f
2024-01-12T00:00:00+00:00,FNB,152.2,bps,derived,96,1f94030ef4ea2347320e8dd4612a8b81deb78c875703dce1c25cfc24f448048a
2024-01-12T00:00:00+00:00,NED,154.1,bps,derived,96,9087b9a1d9929c65161709a63b13594f8b8a6b8271ad36fd10d4ac275aaa0505
2024-01-13T00:00:00+00:00,FNB,152.0,bps,derived,96,6b164615f08dfdc85ce0175c223eff1d80e9d0e5d92f439868710d93f96cf284
2024-01-13T00:00:00+00:00,NED,154.1,bps,derived,96,3acc3c4bf94b6c7698fc680146abada911c65a718ba68c967ef390f3772abf3b
2024-01-14T00:00:00+00:00,FNB,152.0,bps,derived,96,78182539ca66487f4db314740fa6ee1ad79818f51636c0645ba056840ea77292
2024-01-14T00:00:00+00:00,NED,154.1,bps,derived,96,6a1e608498d5b3410a70ac58fd1a1755ef5a5b274760216389393f779374097e
2024-01-15T00:00:00+00:00,FNB,151.9,bps,derived,96,e519537ce613fe3a891317090898468b6706cd88243af177f339c8d68f9f1d44
2024-01-15T00:00:00+00:00,NED,154.1,bps,derived,96,7aa5ea37ea3aaba55473f464c429a35a5ec63fdc1a50a6379bfa691678af5675
2024-01-16T00:00:00+00:00,FNB,153.0,bps,derived,96,43e14c434f247efe4d6c2eb9c260a75366d4fa212dc8a7f60d1461f9e4767348
2024-01-16T00:00:00+00:00,NED,154.3,bps,derived,96,150b4e7a653a6812135ecc84c144c182fe91c887ae0c94563ce6f3518d3da63d
2024-01-17T00:00:00+00:00,FNB,151.5,bps,derived,96,bbed0f0e55ceae9a95dfcb0f6d48751803327a928fe6f0a9a421c1c84d52faa2
2024-01-17T00:00:00+00:00,NED,154.1,bps,derived,96,93d63e3e052ca408dc75e9a74eff9f7ef512a235e95d884b51fdb0c082497546
2024-01-18T00:00:00+00:00,FNB,150.4,bps,derived,96,f2f1aa12a367fc33b0b602a280c7f69f7ba907812b37998078ecd4e4fa49c990
2024-01-18T00:00:00+00:00,NED,153.9,bps,derived,96,b2218454fcff8afe29ea15950ed25d21abc0c9b93f53b7d90e99ecc7aad70ad9
2024-01-19T00:00:00+00:00,FNB,152.6,bps,derived,96,07cc98f5b32f5c31126474cc4c454143d37fb8a05afdcb557fa7c4223f6aaf23
2024-01-19T00:00:00+00:00,NED,154.3,bps,derived,96,a0f4c4ce1892480f81a4ed7b53a5e7387db120d0b323f5f472889a4af676f3f5
2024-01-20T00:00:00+00:00,FNB,151.4,bps,derived,96,36f259ffe2bb5108e01a71ad4563472b936734a3f24d5ea26cdd141835bbe68a
2024-01-20T00:00:00+00:00,NED,154.1,bps,derived,96,29b6b721c9bf5603f842c9d74791e8ceaa5c50f39bbe26ed9a7762ba645e3688
2024-01-21T00:00:00+00:00,FNB,151.8,bps,derived,96,eedb53a3b03dc2e1d90c60f19a1a35af9ebf0423e3b647b97a7a0411c85e566f
2024-01-21T00:00:00+00:00,NED,154.2,bps,derived,96,838a00780471376e5c1068089b2fa6fc74328073391f044521092a5144aa6865
2024-01-22T00:00:00+00:00,FNB,152.5,bps,derived,96,d839127d60db96fcfceba95940f188acf3f4356771f702f45711426ba9a6a8e2
2024-01-22T00:00:00+00:00,NED,154.4,bps,derived,96,95a35b9244d542a1da92e1a559e41321bdc4a408ed9c085b4805ec10abae1aa8
2024-01-23T00:00:00+00:00,FNB,150.8,bps,derived,96,1b6f4a578b84a85876d783c8d03c44cbfe8248504f3ea28d1441ef88e83ebdf8
2024-01-23T00:00:00+00:00,NED,154.0,bps,derived,96,953b31da6797c66f90e02f84a30217d47b5e7042b7c982cc3435d35e19e532fc
2024-01-24T00:00:00+00:00,FNB,151.0,bps,derived,96,0f5bbb95b1fdffb2e208a68f113eb45007f9ef56e8a63015e97ca8f7f840b5b2
2024-01-24T00:00:00+00:00,NED,154.1,bps,derived,96,4f70ab110922a46a11f92c8f475f233d18468739c31db754ded0760a2c9303d6
2024-01-25T00:00:00+00:00,FNB,150.8,bps,derived,96,67087ab765900e5ae522b6286fe12faea2f00c8a7917d7263dcce4fed92a89e7
2024-01-25T00:00:00+00:00,NED,154.1,bps,derived,96,fd39da9f543f20b22e56f112fa8d4cb59af61e2e391df9dc77e494b400f6aded
2024-01-26T00:00:00+00:00,FNB,151.3,bps,derived,96,41ce76fec25add11e80f672211c2298bd77d9b79acc6ef362a13f487620f965e
2024-01-26T00:00:00+00:00,NED,154.2,bps,derived,96,38eaf7b8b09ece0fddecc975f33bad7fb34482ab07e79d1e6d2553080f5f7cbf
2024-01-27T00:00:00+00:00,FNB,152.0,bps,derived,96,9e32b54f645e575b130a4de031132b65dabac4f1feb6ac89d5fa54e0789a7b64
2024-01-27T00:00:00+00:00,NED,154.3,bps,derived,96,7822fe629b47654632b472d606ac2b00bec700b57df8873bd4c3b20ae5084c3d
2024-01-28T00:00:00+00:00,FNB,152.1,bps,derived,96,c94b5dc8a1119de05d73d0e894545eaa091c263f769fca157f0a55731c4de2fc
2024-01-28T00:00:00+00:00,NED,154.4,bps,derived,96,2d51ee72c6773bd7282795eedb8d2d1ffa65f1aeca07351ca034d0fe4ec0d6a0
2024-01-29T00:00:00+00:00,FNB,152.0,bps,derived,96,f7fecaaeba1badca9860206d9ccdc6087549f26a1e2e5c3619798ce8169e0213
2024-01-29T00:00:00+00:00,NED,154.3,bps,derived,96,91a147ce0c4f739652ca367c65045c4029aa8d3f0ab8f22055a924f452e1d361
2024-01-30T00:00:00+00:00,FNB,151.0,bps,derived,96,f6c19820587f634ca2e0052e561886f23a8b5c487eccdaccaa9c7ce5e1eaf494
2024-01-30T00:00:00+00:00,NED,154.1,bps,derived,96,db26f95cc21bd9a2fc9d5a9b1225cbe25fca11c35bbbd5127cc6636712be788e
2024-01-31T00:00:00+00:00,FNB,150.4,bps,derived,96,d74d095a696f48bcc9a9eaa9a60c31807cb30b1e7bf4f74833c5c6dc7d63aa35
2024-01-31T00:00:00+00:00,NED,154.0,bps,derived,96,5d8a7c2615bd809d8218e8a25403f59452478d8e6594fc876d5143bd9bf85925
2024-02-01T00:00:00+00:00,FNB,151.8,bps,derived,96,9409f5658baf4491b571d583a25212432f5f373fe30543195f0f51b0ad723eb9
2024-02-01T00:00:00+00:00,NED,154.3,bps,derived,96,3daf64f6a75873578785b15f8c7eb113797b634d1f6b66f4ba8b64530aea67d0
2024-02-02T00:00:00+00:00,FNB,151.5,bps,derived,96,aada512573cafba8aa07d17a59fa82a94cd4ed4f0ba332eeb9fa16a6a8186edb
2024-02-02T00:00:00+00:00,NED,154.2,bps,derived,96,1a6fda1ca5b87789e61823fc5c00beb7a244ece74891abd6513cd9d4d9282abb
2024-02-03T00:00:00+00:00,FNB,152.1,bps,derived,96,86be0434fbc7bf09529e28e171b0cf8447b5979a12dfff7dff759ec8ff85f39a
2024-02-03T00:00:00+00:00,NED,154.3,bps,derived,96,4a3046e81fafee8a0b4af4e954501cd515460dd254bb535b3f569a44bf7f82d7
2024-02-04T00:00:00+00:00,FNB,152.2,bps,derived,96,63faca45c0d46b5d6d7e75aacacfcd2f6c5d59aaa176c4e394cbab51b2772ca1
2024-02-04T00:00:00+00:00,NED,154.4,bps,derived,96,47cc88c758249a84842e246254c5584d88c75f2266058b4278e7480656bf1075
