event_id,date,anchor_type,venue_event,venue_i,venue_j,first_mover,lag_sec,tau_used,session,wash_tercile
64,20250903,Prior_HL,BYBITSPOT,COINBASE,BYBITSPOT,NONE,0.0,0.0001024794362347,Tokyo,low
64,20250903,Prior_HL,BYBITSPOT,BYBITSPOT,BITGET,NONE,0.0,0.0001031626530583,Tokyo,low
64,20250903,Prior_HL,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,0.0001051003721856,Tokyo,low
65,20250903,Round,BYBITSPOT,BYBITSPOT,BINANCE,BINANCE,1.934,0.0002620597344269,NewYork,low
65,20250903,Round,BYBITSPOT,BINANCE,BYBITSPOT,BYBITSPOT,6.934,0.0002095693559311,NewYork,low
65,20250903,Round,BYBITSPOT,BYBITSPOT,COINBASE,COINBASE,1.934,0.000260107217096,NewYork,low
65,20250903,Round,BYBITSPOT,COINBASE,BYBITSPOT,COINBASE,6.934,0.0002278801669488,NewYork,low
65,20250903,Round,BYBITSPOT,BYBITSPOT,BITGET,BYBITSPOT,6.934,0.000224453320468,NewYork,low
65,20250903,Round,BYBITSPOT,BITGET,BYBITSPOT,BYBITSPOT,26.934,0.0002514457457412,NewYork,low
66,20250903,Round,BYBITSPOT,BYBITSPOT,BINANCE,BYBITSPOT,14.654,0.0002501101696958,NewYork,low
66,20250903,Round,BYBITSPOT,BINANCE,BYBITSPOT,BINANCE,14.654,0.0001987724781709,NewYork,low
66,20250903,Round,BYBITSPOT,BYBITSPOT,COINBASE,BYBITSPOT,14.654,0.0002456286374949,NewYork,low
66,20250903,Round,BYBITSPOT,COINBASE,BYBITSPOT,COINBASE,24.654,0.0002195536057625,NewYork,low
66,20250903,Round,BYBITSPOT,BYBITSPOT,BITGET,BYBITSPOT,14.654,0.0002155117994928,NewYork,low
66,20250903,Round,BYBITSPOT,BITGET,BYBITSPOT,BYBITSPOT,4.654,0.0002414038654965,NewYork,low
67,20250903,Round,COINBASE,COINBASE,BINANCE,COINBASE,1.841136,6.704345166408388e-05,Tokyo,low
67,20250903,Round,COINBASE,BINANCE,COINBASE,BINANCE,1.841136,6.704345166408388e-05,Tokyo,low
67,20250903,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,1.841136,7.45491017641875e-05,Tokyo,low
67,20250903,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,7.35796419890633e-05,Tokyo,low
67,20250903,Round,COINBASE,COINBASE,BITGET,COINBASE,1.841136,6.704345166408388e-05,Tokyo,low
67,20250903,Round,COINBASE,BITGET,COINBASE,BITGET,1.841136,6.185307094375148e-05,Tokyo,low
68,20250903,Round,COINBASE,COINBASE,BINANCE,BINANCE,17.225627,0.0001231373964412,Tokyo,high
68,20250903,Round,COINBASE,BINANCE,COINBASE,BINANCE,17.225627,0.0001231373964412,Tokyo,high
68,20250903,Round,COINBASE,COINBASE,BYBITSPOT,NONE,0.0,0.0001231644733188,Tokyo,low
68,20250903,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,0.0001231915501964,Tokyo,low
68,20250903,Round,COINBASE,COINBASE,BITGET,NONE,0.0,0.0001231373964412,Tokyo,low
68,20250903,Round,COINBASE,BITGET,COINBASE,NONE,0.0,0.0001231373964412,Tokyo,low
69,20250903,Prior_HL,COINBASE,COINBASE,BINANCE,COINBASE,1.371947,7.773501495433877e-05,NewYork,low
69,20250903,Prior_HL,COINBASE,BINANCE,COINBASE,BINANCE,1.371947,0.000150609842993,NewYork,low
69,20250903,Prior_HL,COINBASE,COINBASE,BYBITSPOT,COINBASE,1.371947,0.0001573704922783,NewYork,low
69,20250903,Prior_HL,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,6.698528233428647e-05,NewYork,low
69,20250903,Prior_HL,COINBASE,COINBASE,BITGET,COINBASE,1.371947,0.0001391722893737,NewYork,low
69,20250903,Prior_HL,COINBASE,BITGET,COINBASE,NONE,0.0,7.437890882666665e-05,NewYork,low
70,20250903,Round,COINBASE,COINBASE,BINANCE,COINBASE,8.793696,0.000227874457054,NewYork,low
70,20250903,Round,COINBASE,BINANCE,COINBASE,COINBASE,3.793696,0.0002267982155061,NewYork,low
70,20250903,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,8.793696,0.0002278801669488,NewYork,low
70,20250903,Round,COINBASE,BYBITSPOT,COINBASE,COINBASE,3.793696,0.000260107217096,NewYork,low
70,20250903,Round,COINBASE,COINBASE,BITGET,COINBASE,8.793696,0.000227874457054,NewYork,low
70,20250903,Round,COINBASE,BITGET,COINBASE,COINBASE,28.793696,0.0002713872065358,NewYork,low
71,20250903,Round,COINBASE,COINBASE,BINANCE,COINBASE,29.117322,0.0002195536057625,NewYork,low
71,20250903,Round,COINBASE,BINANCE,COINBASE,COINBASE,4.117322,0.0002199912892586,NewYork,low
71,20250903,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,29.117322,0.0002195536057625,NewYork,low
71,20250903,Round,COINBASE,BYBITSPOT,COINBASE,BYBITSPOT,19.117322,0.0002456286374949,NewYork,low
71,20250903,Round,COINBASE,COINBASE,BITGET,COINBASE,29.117322,0.0002195536057625,NewYork,low
71,20250903,Round,COINBASE,BITGET,COINBASE,COINBASE,9.117322,0.0002959637967756,NewYork,low
72,20250904,Round,BINANCE,BINANCE,COINBASE,BINANCE,0.828,0.0001651900205796,NewYork,low
72,20250904,Round,BINANCE,COINBASE,BINANCE,COINBASE,0.828,0.0001322941783303,NewYork,low
72,20250904,Round,BINANCE,BINANCE,BYBITSPOT,BINANCE,0.828,0.0001511716959541,NewYork,low
72,20250904,Round,BINANCE,BYBITSPOT,BINANCE,BYBITSPOT,0.828,0.0001470227130102,NewYork,low
72,20250904,Round,BINANCE,BINANCE,BITGET,BINANCE,0.828,0.0001305057580589,NewYork,low
72,20250904,Round,BINANCE,BITGET,BINANCE,NONE,0.0,0.000210695686682,NewYork,low
73,20250904,Round,BINANCE,BINANCE,COINBASE,BINANCE,3.586,0.0002378347011116,NewYork,low
73,20250904,Round,BINANCE,COINBASE,BINANCE,COINBASE,3.586,0.0001970690282044,NewYork,low
73,20250904,Round,BINANCE,BINANCE,BYBITSPOT,BINANCE,3.586,0.0002029237530201,NewYork,low
73,20250904,Round,BINANCE,BYBITSPOT,BINANCE,BYBITSPOT,3.586,0.0002259500686485,NewYork,low
73,20250904,Round,BINANCE,BINANCE,BITGET,BINANCE,3.586,0.0002115863359168,NewYork,low
73,20250904,Round,BINANCE,BITGET,BINANCE,NONE,0.0,0.0002290614718947,NewYork,low
74,20250904,Round,BINANCE,BINANCE,COINBASE,BINANCE,3.417,8.435298600417696e-05,London,low
74,20250904,Round,BINANCE,COINBASE,BINANCE,NONE,0.0,8.091657532460772e-05,London,low
74,20250904,Round,BINANCE,BINANCE,BYBITSPOT,BINANCE,3.417,0.0001027528173311,London,low
74,20250904,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,7.256093098639838e-05,London,low
74,20250904,Round,BINANCE,BINANCE,BITGET,BINANCE,3.417,7.703216444276961e-05,London,low
74,20250904,Round,BINANCE,BITGET,BINANCE,NONE,0.0,0.000108532659989,London,low
75,20250904,Prior_HL,BINANCE,BINANCE,COINBASE,COINBASE,4.962,8.435298600417696e-05,London,low
75,20250904,Prior_HL,BINANCE,COINBASE,BINANCE,NONE,0.0,7.764282181810245e-05,London,low
75,20250904,Prior_HL,BINANCE,BINANCE,BYBITSPOT,BINANCE,14.962,0.0001027528173311,London,low
75,20250904,Prior_HL,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,6.957974468324579e-05,London,low
75,20250904,Prior_HL,BINANCE,BINANCE,BITGET,BITGET,4.962,7.52221041766532e-05,London,low
75,20250904,Prior_HL,BINANCE,BITGET,BINANCE,NONE,0.0,0.0001099239358843,London,low
76,20250904,Round,BINANCE,BINANCE,COINBASE,COINBASE,3.48,3.29584975666819e-05,Tokyo,low
76,20250904,Round,BINANCE,COINBASE,BINANCE,BINANCE,13.48,3.363306074888328e-05,Tokyo,low
76,20250904,Round,BINANCE,BINANCE,BYBITSPOT,BYBITSPOT,8.48,0.0001358798075123,Tokyo,low
76,20250904,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,2.924961854322561e-05,Tokyo,low
76,20250904,Round,BINANCE,BINANCE,BITGET,BITGET,3.48,0.0001031495563563,Tokyo,low
76,20250904,Round,BINANCE,BITGET,BINANCE,NONE,0.0,6.215992280678151e-05,Tokyo,low
77,20250904,Round,BINANCE,BINANCE,COINBASE,COINBASE,0.537,9.003241005967055e-05,Tokyo,low
77,20250904,Round,BINANCE,COINBASE,BINANCE,COINBASE,0.537,9.003241005967055e-05,Tokyo,low
77,20250904,Round,BINANCE,BINANCE,BYBITSPOT,NONE,0.0,8.328347426811433e-05,Tokyo,low
77,20250904,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,9.045249535910572e-05,Tokyo,low
77,20250904,Round,BINANCE,BINANCE,BITGET,NONE,0.0,0.0001056410530848,Tokyo,low
77,20250904,Round,BINANCE,BITGET,BINANCE,NONE,0.0,9.115352525013164e-05,Tokyo,low
78,20250904,Round,BINANCE,BINANCE,COINBASE,BINANCE,0.792,7.982812647977511e-05,Tokyo,low
78,20250904,Round,BINANCE,COINBASE,BINANCE,COINBASE,0.792,7.982812647977511e-05,Tokyo,low
78,20250904,Round,BINANCE,BINANCE,BYBITSPOT,NONE,0.0,0.0001064234608403,Tokyo,low
78,20250904,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,7.525876925029706e-05,Tokyo,low
78,20250904,Round,BINANCE,BINANCE,BITGET,BINANCE,0.792,7.458882476996109e-05,Tokyo,low
78,20250904,Round,BINANCE,BITGET,BINANCE,BITGET,0.792,6.126786165561171e-05,Tokyo,low
79,20250904,Round,BITGET,BITGET,BINANCE,NONE,0.0,0.000210695686682,NewYork,low
79,20250904,Round,BITGET,BINANCE,BITGET,BINANCE,0.815,0.0001305057580589,NewYork,low
79,20250904,Round,BITGET,BITGET,COINBASE,BITGET,0.815,0.0002084128482082,NewYork,low
79,20250904,Round,BITGET,COINBASE,BITGET,COINBASE,0.815,0.0001322941783303,NewYork,low
79,20250904,Round,BITGET,BITGET,BYBITSPOT,BITGET,0.815,0.0002412093977781,NewYork,low
79,20250904,Round,BITGET,BYBITSPOT,BITGET,BYBITSPOT,0.815,0.0001463142545228,NewYork,low
80,20250904,Round,BITGET,BITGET,BINANCE,NONE,0.0,0.0002290614718947,NewYork,low
80,20250904,Round,BITGET,BINANCE,BITGET,BINANCE,3.757,0.0002115863359168,NewYork,low
80,20250904,Round,BITGET,BITGET,COINBASE,NONE,0.0,0.0002320230076358,NewYork,low
80,20250904,Round,BITGET,COINBASE,BITGET,COINBASE,3.757,0.0002055937841509,NewYork,low
80,20250904,Round,BITGET,BITGET,BYBITSPOT,NONE,0.0,0.0002279488581224,NewYork,low
80,20250904,Round,BITGET,BYBITSPOT,BITGET,NONE,0.0,0.0002268083163752,NewYork,low
81,20250904,Round,BITGET,BITGET,BINANCE,NONE,0.0,0.000108532659989,London,low
81,20250904,Round,BITGET,BINANCE,BITGET,BINANCE,3.341,7.703216444276961e-05,London,low
81,20250904,Round,BITGET,BITGET,COINBASE,NONE,0.0,0.0001171772230637,London,low
81,20250904,Round,BITGET,COINBASE,BITGET,COINBASE,3.341,7.846126019472877e-05,London,low
81,20250904,Round,BITGET,BITGET,BYBITSPOT,NONE,0.0,6.194129112024882e-05,London,low
81,20250904,Round,BITGET,BYBITSPOT,BITGET,BYBITSPOT,3.341,8.310108368769775e-05,London,low
82,20250904,Prior_HL,BITGET,BITGET,BINANCE,NONE,0.0,0.0001099239358843,London,low
82,20250904,Prior_HL,BITGET,BINANCE,BITGET,BITGET,1.908,7.52221041766532e-05,London,low
82,20250904,Prior_HL,BITGET,BITGET,COINBASE,NONE,0.0,0.0001264537344543,London,low
82,20250904,Prior_HL,BITGET,COINBASE,BITGET,COINBASE,11.908,7.717180395339085e-05,London,low
82,20250904,Prior_HL,BITGET,BITGET,BYBITSPOT,NONE,0.0,5.911253460411103e-05,London,low
82,20250904,Prior_HL,BITGET,BYBITSPOT,BITGET,BYBITSPOT,6.908,8.242735744445895e-05,London,low
83,20250904,Round,BITGET,BITGET,BINANCE,NONE,0.0,6.215992280678151e-05,Tokyo,low
83,20250904,Round,BITGET,BINANCE,BITGET,BITGET,3.514,0.0001031495563563,Tokyo,low
83,20250904,Round,BITGET,BITGET,COINBASE,NONE,0.0,8.472196211739558e-05,Tokyo,low
83,20250904,Round,BITGET,COINBASE,BITGET,BITGET,8.514,0.0001031623130849,Tokyo,low
83,20250904,Round,BITGET,BITGET,BYBITSPOT,NONE,0.0,4.9033769109030345e-05,Tokyo,low
83,20250904,Round,BITGET,BYBITSPOT,BITGET,NONE,0.0,0.0001261032091264,Tokyo,low
84,20250904,Round,BITGET,BITGET,BINANCE,NONE,0.0,9.115352525013164e-05,Tokyo,low
84,20250904,Round,BITGET,BINANCE,BITGET,NONE,0.0,0.0001056410530848,Tokyo,low
84,20250904,Round,BITGET,BITGET,COINBASE,NONE,0.0,9.115352525013164e-05,Tokyo,low
84,20250904,Round,BITGET,COINBASE,BITGET,NONE,0.0,0.0001056410530848,Tokyo,low
84,20250904,Round,BITGET,BITGET,BYBITSPOT,NONE,0.0,9.593744800628912e-05,Tokyo,low
84,20250904,Round,BITGET,BYBITSPOT,BITGET,NONE,0.0,0.0001388950343779,Tokyo,low
85,20250904,Round,BITGET,BITGET,BINANCE,BITGET,0.787,6.126786165561171e-05,Tokyo,low
85,20250904,Round,BITGET,BINANCE,BITGET,BINANCE,0.787,7.458882476996109e-05,Tokyo,low
85,20250904,Round,BITGET,BITGET,COINBASE,BITGET,0.787,7.903825180610724e-05,Tokyo,low
85,20250904,Round,BITGET,COINBASE,BITGET,COINBASE,0.787,8.382602230572189e-05,Tokyo,low
85,20250904,Round,BITGET,BITGET,BYBITSPOT,NONE,0.0,8.569431728444599e-05,Tokyo,low
85,20250904,Round,BITGET,BYBITSPOT,BITGET,NONE,0.0,7.593248444415224e-05,Tokyo,low
86,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,BYBITSPOT,0.804,0.0001470227130102,NewYork,low
86,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,BINANCE,0.804,0.0001511716959541,NewYork,low
86,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,0.0001555511822157,NewYork,low
86,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,COINBASE,0.804,0.0001502358978919,NewYork,low
86,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,BYBITSPOT,0.804,0.0001463142545228,NewYork,low
86,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,BITGET,0.804,0.0002412093977781,NewYork,low
87,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,BYBITSPOT,3.857,0.0002259500686485,NewYork,low
87,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,BINANCE,3.857,0.0002029237530201,NewYork,low
87,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,BYBITSPOT,3.857,0.0002296220497637,NewYork,low
87,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,COINBASE,3.857,0.0002142352186877,NewYork,low
87,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,NONE,0.0,0.0002268083163752,NewYork,low
87,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,0.0002279488581224,NewYork,low
88,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,NONE,0.0,6.957974468324579e-05,London,low
88,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,BINANCE,5.784,0.0001027528173311,London,low
88,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,7.209966212506913e-05,London,low
88,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,COINBASE,5.784,0.0001094758910173,London,low
88,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,BYBITSPOT,0.784,8.242735744445895e-05,London,low
88,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,5.911253460411103e-05,London,low
89,20250904,Prior_HL,BYBITSPOT,BYBITSPOT,BINANCE,NONE,0.0,6.730522055864441e-05,London,low
89,20250904,Prior_HL,BYBITSPOT,BINANCE,BYBITSPOT,BINANCE,1.372,0.0001038973219977,London,low
89,20250904,Prior_HL,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,7.140045672215933e-05,London,low
89,20250904,Prior_HL,BYBITSPOT,COINBASE,BYBITSPOT,BYBITSPOT,1.372,0.0001072419109195,London,low
89,20250904,Prior_HL,BYBITSPOT,BYBITSPOT,BITGET,BITGET,1.372,8.16779587040628e-05,London,low
89,20250904,Prior_HL,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,5.676007526744797e-05,London,low
90,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,NONE,0.0,2.924961854322561e-05,Tokyo,low
90,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,BYBITSPOT,8.526,0.0001358798075123,Tokyo,low
90,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,6.159517753978605e-05,Tokyo,low
90,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,BYBITSPOT,3.526,0.0001358783188867,Tokyo,low
90,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,NONE,0.0,0.0001261032091264,Tokyo,low
90,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,4.9033769109030345e-05,Tokyo,low
91,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,NONE,0.0,9.045249535910572e-05,Tokyo,low
91,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,NONE,0.0,8.328347426811433e-05,Tokyo,low
91,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,9.1376673460708e-05,Tokyo,low
91,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,NONE,0.0,9.01335549006177e-05,Tokyo,low
91,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,NONE,0.0,0.0001388950343779,Tokyo,low
91,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,9.593744800628912e-05,Tokyo,low
92,20250904,Round,BYBITSPOT,BYBITSPOT,BINANCE,NONE,0.0,7.525876925029706e-05,Tokyo,low
92,20250904,Round,BYBITSPOT,BINANCE,BYBITSPOT,NONE,0.0,0.0001064234608403,Tokyo,low
92,20250904,Round,BYBITSPOT,BYBITSPOT,COINBASE,NONE,0.0,7.737778165406439e-05,Tokyo,low
92,20250904,Round,BYBITSPOT,COINBASE,BYBITSPOT,NONE,0.0,0.0001064234608403,Tokyo,low
92,20250904,Round,BYBITSPOT,BYBITSPOT,BITGET,NONE,0.0,7.593248444415224e-05,Tokyo,low
92,20250904,Round,BYBITSPOT,BITGET,BYBITSPOT,NONE,0.0,8.569431728444599e-05,Tokyo,low
93,20250904,Round,COINBASE,COINBASE,BINANCE,COINBASE,0.765227,0.0001322941783303,NewYork,low
93,20250904,Round,COINBASE,BINANCE,COINBASE,BINANCE,0.765227,0.0001651900205796,NewYork,low
93,20250904,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,0.765227,0.0001502358978919,NewYork,low
93,20250904,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,0.0001555511822157,NewYork,low
93,20250904,Round,COINBASE,COINBASE,BITGET,COINBASE,0.765227,0.0001322941783303,NewYork,low
93,20250904,Round,COINBASE,BITGET,COINBASE,BITGET,0.765227,0.0002084128482082,NewYork,low
94,20250904,Round,COINBASE,COINBASE,BINANCE,COINBASE,2.899981,0.0001970690282044,NewYork,low
94,20250904,Round,COINBASE,BINANCE,COINBASE,BINANCE,2.899981,0.0002378347011116,NewYork,low
94,20250904,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,2.899981,0.0002142352186877,NewYork,low
94,20250904,Round,COINBASE,BYBITSPOT,COINBASE,BYBITSPOT,2.899981,0.0002296220497637,NewYork,low
94,20250904,Round,COINBASE,COINBASE,BITGET,COINBASE,2.899981,0.0002055937841509,NewYork,low
94,20250904,Round,COINBASE,BITGET,COINBASE,NONE,0.0,0.0002320230076358,NewYork,low
95,20250904,Round,COINBASE,COINBASE,BINANCE,NONE,0.0,8.091657532460772e-05,London,low
95,20250904,Round,COINBASE,BINANCE,COINBASE,BINANCE,0.893743,8.435298600417696e-05,London,low
95,20250904,Round,COINBASE,COINBASE,BYBITSPOT,COINBASE,0.893743,0.0001094758910173,London,low
95,20250904,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,7.660229357497883e-05,London,low
95,20250904,Round,COINBASE,COINBASE,BITGET,COINBASE,0.893743,7.846126019472877e-05,London,low
95,20250904,Round,COINBASE,BITGET,COINBASE,NONE,0.0,0.0001171772230637,London,low
96,20250904,Prior_HL,COINBASE,COINBASE,BINANCE,NONE,0.0,8.091657532460772e-05,London,low
96,20250904,Prior_HL,COINBASE,BINANCE,COINBASE,BINANCE,3.356178,8.435298600417696e-05,London,low
96,20250904,Prior_HL,COINBASE,COINBASE,BYBITSPOT,COINBASE,3.356178,0.0001094758910173,London,low
96,20250904,Prior_HL,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,7.660229357497883e-05,London,low
96,20250904,Prior_HL,COINBASE,COINBASE,BITGET,COINBASE,3.356178,7.846126019472877e-05,London,low
96,20250904,Prior_HL,COINBASE,BITGET,COINBASE,NONE,0.0,0.0001171772230637,London,low
97,20250904,Round,COINBASE,COINBASE,BINANCE,BINANCE,12.65977,3.363306074888328e-05,Tokyo,low
97,20250904,Round,COINBASE,BINANCE,COINBASE,COINBASE,2.65977,3.29584975666819e-05,Tokyo,low
97,20250904,Round,COINBASE,COINBASE,BYBITSPOT,BYBITSPOT,2.65977,0.0001358783188867,Tokyo,low
97,20250904,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,6.159517753978605e-05,Tokyo,low
97,20250904,Round,COINBASE,COINBASE,BITGET,BITGET,7.65977,0.0001031623130849,Tokyo,low
97,20250904,Round,COINBASE,BITGET,COINBASE,NONE,0.0,8.472196211739558e-05,Tokyo,low
98,20250904,Round,COINBASE,COINBASE,BINANCE,COINBASE,7.396893,0.0001046555365591,Tokyo,low
98,20250904,Round,COINBASE,BINANCE,COINBASE,COINBASE,2.396893,0.0001039288264133,Tokyo,low
98,20250904,Round,COINBASE,COINBASE,BYBITSPOT,NONE,0.0,0.0001056351326766,Tokyo,low
98,20250904,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,9.596913816878327e-05,Tokyo,low
98,20250904,Round,COINBASE,COINBASE,BITGET,NONE,0.0,0.0001072782805433,Tokyo,low
98,20250904,Round,COINBASE,BITGET,COINBASE,NONE,0.0,0.0001062313242545,Tokyo,low
99,20250904,Round,COINBASE,COINBASE,BINANCE,BINANCE,4.377777,7.169567077536243e-05,Tokyo,low
99,20250904,Round,COINBASE,BINANCE,COINBASE,BINANCE,4.377777,7.169567077536243e-05,Tokyo,low
99,20250904,Round,COINBASE,COINBASE,BYBITSPOT,NONE,0.0,7.903825180610724e-05,Tokyo,low
99,20250904,Round,COINBASE,BYBITSPOT,COINBASE,NONE,0.0,6.490436254935616e-05,Tokyo,low
99,20250904,Round,COINBASE,COINBASE,BITGET,BITGET,14.377777,7.686673049667192e-05,Tokyo,low
99,20250904,Round,COINBASE,BITGET,COINBASE,BITGET,4.377777,6.618785220968704e-05,Tokyo,low
100,20250905,Round,BINANCE,BINANCE,COINBASE,BINANCE,10.964,0.0001034526223548,Tokyo,low
100,20250905,Round,BINANCE,COINBASE,BINANCE,COINBASE,10.964,0.0001034526223548,Tokyo,low
100,20250905,Round,BINANCE,BINANCE,BYBITSPOT,BINANCE,10.964,0.0001034759329945,Tokyo,low
100,20250905,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,0.0001011911646529,Tokyo,low
100,20250905,Round,BINANCE,BINANCE,BITGET,NONE,0.0,0.0001034565232602,Tokyo,low
100,20250905,Round,BINANCE,BITGET,BINANCE,NONE,0.0,0.0001155713945841,Tokyo,low
101,20250905,Round,BINANCE,BINANCE,COINBASE,COINBASE,17.745,7.690132621318568e-05,Tokyo,high
101,20250905,Round,BINANCE,COINBASE,BINANCE,COINBASE,17.745,7.690132621318568e-05,Tokyo,high
101,20250905,Round,BINANCE,BINANCE,BYBITSPOT,NONE,0.0,8.830724004571522e-05,Tokyo,low
101,20250905,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,8.839064257593066e-05,Tokyo,low
101,20250905,Round,BINANCE,BINANCE,BITGET,NONE,0.0,8.362256563465564e-05,Tokyo,low
101,20250905,Round,BINANCE,BITGET,BINANCE,NONE,0.0,9.048084119900324e-05,Tokyo,low
102,20250905,Round,BINANCE,BINANCE,COINBASE,COINBASE,12.957,5.3122007617201206e-05,Tokyo,low
102,20250905,Round,BINANCE,COINBASE,BINANCE,BINANCE,7.957,5.512339871449612e-05,Tokyo,low
102,20250905,Round,BINANCE,BINANCE,BYBITSPOT,NONE,0.0,3.669956767593519e-05,Tokyo,high
102,20250905,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,4.7736383772978286e-05,Tokyo,low
102,20250905,Round,BINANCE,BINANCE,BITGET,NONE,0.0,3.068506700198981e-05,Tokyo,low
102,20250905,Round,BINANCE,BITGET,BINANCE,NONE,0.0,4.611850251023952e-05,Tokyo,low
103,20250905,Round,BINANCE,BINANCE,COINBASE,BINANCE,1.965,7.404124964605074e-05,London,low
103,20250905,Round,BINANCE,COINBASE,BINANCE,COINBASE,1.965,5.3681478385581016e-05,London,low
103,20250905,Round,BINANCE,BINANCE,BYBITSPOT,BINANCE,1.965,0.0001940625400029,London,low
103,20250905,Round,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,4.809505511582657e-05,London,low
103,20250905,Round,BINANCE,BINANCE,BITGET,BINANCE,1.965,0.0002092140284926,London,low
103,20250905,Round,BINANCE,BITGET,BINANCE,BITGET,1.965,6.91234474423652e-05,London,low
104,20250905,Prior_HL,BINANCE,BINANCE,COINBASE,BINANCE,1.294,7.681079605958985e-05,London,low
104,20250905,Prior_HL,BINANCE,COINBASE,BINANCE,COINBASE,1.294,6.188866549416971e-05,London,low
104,20250905,Prior_HL,BINANCE,BINANCE,BYBITSPOT,BINANCE,1.294,0.0001987565631331,London,low
104,20250905,Prior_HL,BINANCE,BYBITSPOT,BINANCE,NONE,0.0,5.997252117628804e-05,London,low
104,20250905,Prior_HL,BINANCE,BINANCE,BITGET,BINANCE,1.294,0.0002054928247989,London,low
104,20250905,Prior_HL,BINANCE,BITGET,BINANCE,NONE,0.0,6.83387237216948e-05,London,low
105,20250905,Round,BINANCE,BINANCE,COINBASE,BINANCE,9.426,0.0001993438235681,London,low
105,20250905,Round,BINANCE,COINBASE,BINANCE,COINBASE,4.426,0.0001696215820983,London,low
105,20250905,Round,BINANCE,BINANCE,BYBITSPOT,BYBITSPOT,4.426,0.0001694267350398,London,low
105,20250905,Round,BINANCE,BYBITSPOT,BINANCE,BYBITSPOT,9.426,0.0001613308517356,London,low
105,20250905,Round,BINANCE,BINANCE,BITGET,BITGET,4.426,0.0001727960887549,London,low
105,20250905,Round,BINANCE,BITGET,BINANCE,NONE,0.0,0.0001773931969921,London,low
107,20250905,Round,BITGET,BITGET,BINANCE,NONE,0.0,0.0001155713945841,Tokyo,low
107,20250905,Round,BITGET,BINANCE,BITGET,NONE,0.0,0.0001034565232602,Tokyo,low
107,20250905,Round,BITGET,BITGET,COINBASE,NONE,0.0,0.0001155713945841,Tokyo,low
