timestamp,firm_0_price,firm_1_price,firm_2_price
2024-09-16 00:00:00,99.15124468019104,107.59440978418323,99.32195671403281
2024-09-16 01:00:00,78.23213041059917,91.20411207269163,86.76815117803457
2024-09-16 02:00:00,106.75948995861388,91.17882963513398,92.07881680120941
2024-09-16 03:00:00,91.5107107115417,101.40002823560197,92.51316536204895
2024-09-16 04:00:00,110.1401409312982,103.56551097295173,96.77570200164014
2024-09-16 05:00:00,113.63144851453711,103.35817350191553,103.15846563195728
2024-09-16 06:00:00,84.28049008590843,99.37057597605963,104.6607747388734
2024-09-16 07:00:00,115.15030967862434,93.64783087902522,123.93317933042158
2024-09-16 08:00:00,104.858254333973,83.21585187338242,89.26873191603266
2024-09-16 09:00:00,115.62425422642282,114.28970770533788,100.1623775904693
2024-09-16 10:00:00,99.4658494811922,85.6475880881289,112.34789174340145
2024-09-16 11:00:00,87.42944348910606,106.6324542022226,110.67722615272325
2024-09-16 12:00:00,101.9165407774842,107.81264263401559,118.7895233664291
2024-09-16 13:00:00,98.46035727253826,94.79557613406651,96.59558507704016
2024-09-16 14:00:00,96.6705929290901,96.41854383822084,108.42093170372668
2024-09-16 15:00:00,102.34409766321421,107.73707859200435,89.75771266423371
2024-09-16 16:00:00,98.18055593987513,109.14688182308528,88.45173144621191
2024-09-16 17:00:00,96.93082309575927,78.32740484290031,83.23489941321954
2024-09-16 18:00:00,107.83198784353102,97.86900689096792,120.2359955927133
2024-09-16 19:00:00,103.61124629184813,103.33141666455303,88.8928734837442
2024-09-16 20:00:00,98.63306388182879,96.20752687807145,91.79602145766526
2024-09-16 21:00:00,105.10308587151695,106.23750949179068,101.60716761593238
2024-09-16 22:00:00,91.45989443447266,105.12620690396405,82.55021735399204
2024-09-16 23:00:00,113.9301200178814,87.56741341929751,88.30674475683213
2024-09-17 00:00:00,100.49579433472333,101.41134727704053,96.86124892483939
2024-09-17 01:00:00,90.00696416990766,112.78459070978155,83.24652930434443
2024-09-17 02:00:00,86.97975254661084,101.5727638290066,87.95580855248147
2024-09-17 03:00:00,111.34617198695821,87.43651508373424,113.98239160301058
2024-09-17 04:00:00,111.66964462820624,110.5959087371872,119.44765368926684
2024-09-17 05:00:00,99.52928240886405,87.48197786053834,96.20687339073352
2024-09-17 06:00:00,97.31227791161693,95.6560117904272,105.25813074545466
2024-09-17 07:00:00,96.76134850506821,94.06610746822555,100.61446474558713
2024-09-17 08:00:00,104.55489003196392,109.33086417227624,83.24743879148218
2024-09-17 09:00:00,96.53495977071407,97.98598719940026,90.20156249084008
2024-09-17 10:00:00,103.73201855808131,105.36959080795229,108.66093896071511
2024-09-17 11:00:00,98.58914283515624,89.29677064738347,117.81855699090907
2024-09-17 12:00:00,108.99017973209051,108.76200035348425,111.74481293712446
2024-09-17 13:00:00,103.11934869297987,111.70948328658217,98.9823930952174
2024-09-17 14:00:00,105.66900163099226,110.92085865019375,120.16438500162246
2024-09-17 15:00:00,114.07239409604729,106.7409659365326,104.8250803516089
2024-09-17 16:00:00,109.537541345427,112.39056873149691,116.45126167236384
2024-09-17 17:00:00,94.2715972500791,111.1425819193414,102.58304449551572
2024-09-17 18:00:00,102.26717851808124,110.99590333869628,103.8427542430577
